input_text,simplified_phrase
"Simplify this emergency instruction into concise, actionable phrases: Emergency: move to higher ground immediately to avoid the floodwaters before the situation worsens.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Attention: lock the doors, turn off the lights, and remain silent as soon as possible.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you apply direct pressure to the wound and elevate the injured area immediately.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Please use the fire extinguisher on the base of the flames while waiting for responders.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please apply direct pressure to the wound and elevate the injured area to ensure your safety.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Attention: do not drink the tap water, use bottled water instead before the situation worsens.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to secure all loose objects and stay away from glass panels.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: You must move to higher ground immediately to avoid the floodwaters while waiting for responders.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Warning: turn off the main gas valve and evacuate the premises to ensure your safety.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Evacuate the contaminated area and avoid direct contact with the chemical.",Evacuate. Avoid Contact.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you apply direct pressure to the wound and elevate the injured area before the situation worsens.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Evacuate the contaminated area and avoid direct contact with the chemical following emergency procedures.",Evacuate. Avoid Contact.
"Simplify this emergency instruction into concise, actionable phrases: Action required: call an ambulance and wait outside for them to arrive.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Close the door behind you to slow the spread of fire immediately.",Close Door. Slow Fire.
"Simplify this emergency instruction into concise, actionable phrases: Kindly do not drink the tap water, use bottled water instead without panicking.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please stay away from electrical outlets and avoid using wired devices while waiting for responders.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately do not use the elevators, use the emergency fire stairs.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Warning: stay away from electrical outlets and avoid using wired devices as instructed.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Protect your head and neck until the danger passes immediately.",Protect Head. Protect Neck.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to take the left exit door and go down the stairs slowly and stay calm.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, lock the doors, turn off the lights, and remain silent as soon as possible.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately secure all loose objects and stay away from glass panels before the situation worsens.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to lock the doors, turn off the lights, and remain silent without panicking.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Warning: use the fire extinguisher on the base of the flames to ensure your safety.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you check for breathing and begin cpr if necessary without panicking.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, activate the fire alarm on your way out of the corridor as instructed.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately leave your belongings behind and evacuate the building immediately immediately.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Quickly drop to the floor, take cover under a sturdy table, and hold on without panicking.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Action required: crawl under the smoke to reach the nearest safe exit and help others if you can.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: drop to the floor, take cover under a sturdy table, and hold on without panicking.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to cover your nose and mouth with a wet cloth and stay low to the ground immediately.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Kindly activate the fire alarm on your way out of the corridor immediately.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately drop to the floor, take cover under a sturdy table, and hold on carefully.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please do not drink the tap water, use bottled water instead without panicking.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Please cover your nose and mouth with a wet cloth and stay low to the ground to ensure your safety.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Warning: cover your nose and mouth with a wet cloth and stay low to the ground.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to move away from the windows and find a secure room and help others if you can.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you find a safe place to hide and stay quiet until help arrives carefully.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: You must lock the doors, turn off the lights, and remain silent immediately.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, call an ambulance and wait outside for them to arrive before the situation worsens.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Please move away from the windows and find a secure room as instructed.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: stay away from electrical outlets and avoid using wired devices as instructed.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you cover your nose and mouth with a wet cloth and stay low to the ground while waiting for responders.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately move away from the windows and find a secure room and help others if you can.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you stay inside your vehicle and wait for emergency responders immediately.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Move immediately to higher ground and avoid walking through floodwater without delay.",Higher Ground. Avoid Floodwater.
"Simplify this emergency instruction into concise, actionable phrases: Hide in a secure room and silence your mobile phone without delay.",Hide. Silence Phone.
"Simplify this emergency instruction into concise, actionable phrases: You must stay away from electrical outlets and avoid using wired devices as instructed.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, cover your nose and mouth with a wet cloth and stay low to the ground as soon as possible.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Please use the fire extinguisher on the base of the flames as instructed.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Drop to the ground, take cover under a sturdy table, and hold on until the shaking stops if it is safe to do so.",Drop. Cover. Hold.
"Simplify this emergency instruction into concise, actionable phrases: Action required: cover your nose and mouth with a wet cloth and stay low to the ground as soon as possible.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you do not use the elevators, use the emergency fire stairs while waiting for responders.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please find a safe place to hide and stay quiet until help arrives to ensure your safety.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: You must do not drink the tap water, use bottled water instead as instructed.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Please stay inside your vehicle and wait for emergency responders carefully.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Move inland to higher ground immediately after the warning without delay.",Inland. Higher Ground.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: take the left exit door and go down the stairs slowly as soon as possible.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: do not drink the tap water, use bottled water instead and help others if you can.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to use the fire extinguisher on the base of the flames right now.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: lock the doors, turn off the lights, and remain silent to ensure your safety.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Move away from windows and heavy furniture immediately following emergency procedures.",Away. Windows. Furniture.
"Simplify this emergency instruction into concise, actionable phrases: You must secure all loose objects and stay away from glass panels carefully.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Move inland to higher ground immediately after the warning as quickly as possible.",Inland. Higher Ground.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to activate the fire alarm on your way out of the corridor and help others if you can.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to activate the fire alarm on your way out of the corridor immediately.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to leave your belongings behind and evacuate the building immediately right now.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Please activate the fire alarm on your way out of the corridor and stay calm.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately do not use the elevators, use the emergency fire stairs as soon as possible.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Quickly do not use the elevators, use the emergency fire stairs as soon as possible.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you stay away from electrical outlets and avoid using wired devices without panicking.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, find a safe place to hide and stay quiet until help arrives while waiting for responders.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Kindly lock the doors, turn off the lights, and remain silent without panicking.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Attention: stay away from electrical outlets and avoid using wired devices carefully.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you apply direct pressure to the wound and elevate the injured area.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please do not drink the tap water, use bottled water instead as soon as possible.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you find a safe place to hide and stay quiet until help arrives to ensure your safety.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Quickly move to higher ground immediately to avoid the floodwaters and help others if you can.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Warning: turn off the main gas valve and evacuate the premises and help others if you can.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please turn off the main gas valve and evacuate the premises without panicking.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately cover your nose and mouth with a wet cloth and stay low to the ground.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Kindly take the left exit door and go down the stairs slowly right now.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Warning: take the left exit door and go down the stairs slowly.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately use the fire extinguisher on the base of the flames as soon as possible.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you move to higher ground immediately to avoid the floodwaters immediately.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Please leave your belongings behind and evacuate the building immediately before the situation worsens.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: You must stay away from electrical outlets and avoid using wired devices to ensure your safety.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you activate the fire alarm on your way out of the corridor and help others if you can.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Kindly call an ambulance and wait outside for them to arrive right now.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Action required: leave your belongings behind and evacuate the building immediately and help others if you can.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you cover your nose and mouth with a wet cloth and stay low to the ground immediately.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Drop to the ground, take cover under a sturdy table, and hold on until the shaking stops without delay.",Drop. Cover. Hold.
"Simplify this emergency instruction into concise, actionable phrases: Please leave your belongings behind and evacuate the building immediately.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: After the shaking ends, evacuate using the stairs as quickly as possible.",Shaking Stops. Exit. Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Action required: do not drink the tap water, use bottled water instead before the situation worsens.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately drop to the floor, take cover under a sturdy table, and hold on as instructed.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: check for breathing and begin cpr if necessary.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately call an ambulance and wait outside for them to arrive.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you check for breathing and begin cpr if necessary while waiting for responders.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Attention: check for breathing and begin cpr if necessary right now.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please cover your nose and mouth with a wet cloth and stay low to the ground and stay calm.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Quickly take the left exit door and go down the stairs slowly without panicking.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: You must activate the fire alarm on your way out of the corridor without panicking.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: do not use the elevators, use the emergency fire stairs right now.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: You must stay away from electrical outlets and avoid using wired devices.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Quickly call an ambulance and wait outside for them to arrive to ensure your safety.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Please find a safe place to hide and stay quiet until help arrives before the situation worsens.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: After the shaking ends, evacuate using the stairs without delay.",Shaking Stops. Exit. Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Go to the lowest floor and stay away from windows.",Lowest Floor. Away Windows.
"Simplify this emergency instruction into concise, actionable phrases: Stay low to avoid smoke inhalation while moving toward the exit following emergency procedures.",Stay Low. Avoid Smoke. Exit.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately move away from the windows and find a secure room while waiting for responders.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please move away from the windows and find a secure room carefully.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Leave the building immediately and avoid using electrical switches and assist others nearby.",Leave Building. No Switches.
"Simplify this emergency instruction into concise, actionable phrases: Warning: do not drink the tap water, use bottled water instead to ensure your safety.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Move immediately to higher ground and avoid walking through floodwater while remaining calm.",Higher Ground. Avoid Floodwater.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you do not use the elevators, use the emergency fire stairs without panicking.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please apply direct pressure to the wound and elevate the injured area right now.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please apply direct pressure to the wound and elevate the injured area and stay calm.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Warning: do not use the elevators, use the emergency fire stairs right now.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately apply direct pressure to the wound and elevate the injured area and stay calm.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Drop to the ground, take cover under a sturdy table, and hold on until the shaking stops and assist others nearby.",Drop. Cover. Hold.
"Simplify this emergency instruction into concise, actionable phrases: Apply firm pressure to the wound until help arrives without delay.",Pressure. Wound.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately lock the doors, turn off the lights, and remain silent while waiting for responders.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Attention: stay away from electrical outlets and avoid using wired devices while waiting for responders.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Run away from the attacker if a safe escape route is available if it is safe to do so.",Run. Escape.
"Simplify this emergency instruction into concise, actionable phrases: Apply firm pressure to the wound until help arrives as quickly as possible.",Pressure. Wound.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to move to higher ground immediately to avoid the floodwaters without panicking.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Please use the fire extinguisher on the base of the flames right now.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to crawl under the smoke to reach the nearest safe exit.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: You must call an ambulance and wait outside for them to arrive immediately.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to take the left exit door and go down the stairs slowly without panicking.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately do not drink the tap water, use bottled water instead carefully.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Quickly turn off the main gas valve and evacuate the premises and help others if you can.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately leave your belongings behind and evacuate the building immediately as instructed.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Go to the lowest floor and stay away from windows and assist others nearby.",Lowest Floor. Away Windows.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you find a safe place to hide and stay quiet until help arrives and stay calm.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to crawl under the smoke to reach the nearest safe exit while waiting for responders.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately turn off the main gas valve and evacuate the premises carefully.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: take the left exit door and go down the stairs slowly while waiting for responders.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please leave your belongings behind and evacuate the building immediately as instructed.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Attention: move away from the windows and find a secure room to ensure your safety.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you leave your belongings behind and evacuate the building immediately carefully.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Drop to the ground, take cover under a sturdy table, and hold on until the shaking stops.",Drop. Cover. Hold.
"Simplify this emergency instruction into concise, actionable phrases: Attention: cover your nose and mouth with a wet cloth and stay low to the ground before the situation worsens.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Kindly call an ambulance and wait outside for them to arrive while waiting for responders.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Kindly cover your nose and mouth with a wet cloth and stay low to the ground and help others if you can.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you activate the fire alarm on your way out of the corridor and stay calm.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Please find a safe place to hide and stay quiet until help arrives and help others if you can.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Report the gas leak from a safe location without delay.",Safe Location. Report Leak.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: cover your nose and mouth with a wet cloth and stay low to the ground and help others if you can.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Leave the building immediately and avoid using electrical switches as quickly as possible.",Leave Building. No Switches.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to stay inside your vehicle and wait for emergency responders without panicking.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: You must cover your nose and mouth with a wet cloth and stay low to the ground carefully.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to cover your nose and mouth with a wet cloth and stay low to the ground and stay calm.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: crawl under the smoke to reach the nearest safe exit before the situation worsens.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Quickly activate the fire alarm on your way out of the corridor before the situation worsens.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Warning: move away from the windows and find a secure room and help others if you can.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to call an ambulance and wait outside for them to arrive before the situation worsens.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to stay inside your vehicle and wait for emergency responders without panicking.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Quickly use the fire extinguisher on the base of the flames and help others if you can.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to leave your belongings behind and evacuate the building immediately as instructed.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: You must move to higher ground immediately to avoid the floodwaters to ensure your safety.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: check for breathing and begin cpr if necessary and help others if you can.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Warning: call an ambulance and wait outside for them to arrive before the situation worsens.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately apply direct pressure to the wound and elevate the injured area while waiting for responders.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: stay inside your vehicle and wait for emergency responders.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to call an ambulance and wait outside for them to arrive as soon as possible.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Action required: crawl under the smoke to reach the nearest safe exit to ensure your safety.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Turn off electricity if it is safe before leaving the building without delay.",Power Off. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: turn off the main gas valve and evacuate the premises while waiting for responders.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: lock the doors, turn off the lights, and remain silent immediately.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately use the fire extinguisher on the base of the flames before the situation worsens.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately stay inside your vehicle and wait for emergency responders and help others if you can.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, apply direct pressure to the wound and elevate the injured area while waiting for responders.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Warning: do not use the elevators, use the emergency fire stairs carefully.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Turn off electricity if it is safe before leaving the building and assist others nearby.",Power Off. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately cover your nose and mouth with a wet cloth and stay low to the ground as soon as possible.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Stay away from the shoreline until officials declare it safe and assist others nearby.",Away Shoreline. Wait Clearance.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately call an ambulance and wait outside for them to arrive without panicking.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: stay away from electrical outlets and avoid using wired devices and help others if you can.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Kindly drop to the floor, take cover under a sturdy table, and hold on immediately.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately move away from the windows and find a secure room before the situation worsens.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please check for breathing and begin cpr if necessary as instructed.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: lock the doors, turn off the lights, and remain silent while waiting for responders.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you stay inside your vehicle and wait for emergency responders to ensure your safety.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Protect your head and neck until the danger passes and assist others nearby.",Protect Head. Protect Neck.
"Simplify this emergency instruction into concise, actionable phrases: Kindly secure all loose objects and stay away from glass panels as instructed.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, lock the doors, turn off the lights, and remain silent while waiting for responders.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, secure all loose objects and stay away from glass panels.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to move to higher ground immediately to avoid the floodwaters and help others if you can.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Turn off electricity if it is safe before leaving the building.",Power Off. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you check for breathing and begin cpr if necessary right now.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately stay inside your vehicle and wait for emergency responders and stay calm.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you take the left exit door and go down the stairs slowly and help others if you can.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Action required: crawl under the smoke to reach the nearest safe exit right now.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you crawl under the smoke to reach the nearest safe exit as instructed.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please lock the doors, turn off the lights, and remain silent as instructed.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to take the left exit door and go down the stairs slowly and help others if you can.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Warning: apply direct pressure to the wound and elevate the injured area right now.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you move to higher ground immediately to avoid the floodwaters right now.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please stay inside your vehicle and wait for emergency responders and stay calm.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to move to higher ground immediately to avoid the floodwaters while waiting for responders.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Please stay inside your vehicle and wait for emergency responders.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Attention: take the left exit door and go down the stairs slowly right now.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you leave your belongings behind and evacuate the building immediately.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to leave your belongings behind and evacuate the building immediately right now.",Leave Belongings. Evacuate Now.
